Entrezgene	gene_name	expression
4653	MYOC	60
26751	SH3YL1	3187
84908	FAM136A	3873
7414	VCL	16818
55789	DEPDC1B	2814
23604	DAPK2	441
8439	NSMAF	2796
159	ADSS2	2829
26228	STAP1	7
7077	TIMP2	21458
5981	RFC1	7493
55773	TBC1D23	2780
8452	CUL3	7043
9172	MYOM2	452
5009	OTC	2
10858	CYP46A1	229
26009	ZZZ3	5496
9099	USP2	630
846	CASR	9
27175	TUBG2	1020
51121	RPL26L1	1796
2324	FLT4	1730
54888	NSUN2	2296
54455	FBXO42	4015
4238	MFAP3	1340
84245	MRI1	681
4234	METTL1	527
3224	HOXC8	4483
175	AGA	917
55300	PI4K2B	1722
259282	BOD1L1	9138
27430	MAT2B	8261
7092	TLL1	148
23644	EDC4	3529
7204	TRIO	16113
1462	VCAN	42375
23274	CLEC16A	3106
4481	MSR1	561
999	CDH1	1670
23517	MTREX	5147
1767	DNAH5	92
9765	ZFYVE16	2770
79567	RIPOR1	3427
729	C6	8
26064	RAI14	12107
11063	SOX30	23
11284	PNKP	2151
54831	BEST2	2
23035	PHLPP2	1269
54908	SPDL1	3690
27067	STAU2	6602
54896	SLC66A1	1153
1497	CTNS	1257
65078	RTN4R	1460
79142	PHF23	3870
1008	CDH10	5
3631	INPP4A	4850
5874	RAB27B	72
5685	PSMA4	10153
23026	MYO16	34
55341	LSG1	2924
10039	PARP3	644
3371	TNC	41707
90326	THAP3	699
140876	RIPOR3	133
55775	TDP1	2868
84883	AIFM2	287
55812	SPATA7	1058
9440	MED17	643
54884	RETSAT	764
822	CAPG	1620
1175	AP2S1	3837
7399	USH2A	29
11055	ZPBP	4
7038	TG	415
10863	ADAM28	237
8538	BARX2	97
54165	DCUN1D1	3109
23338	JADE2	217
3937	LCP2	451
54802	TRIT1	1671
9820	CUL7	4626
1495	CTNNA1	36639
5256	PHKA2	1472
54875	CNTLN	3099
2042	EPHA3	8713
3309	HSPA5	33685
1829	DSG2	3301
54960	GEMIN8	962
8481	OFD1	2023
2824	GPM6B	2767
80243	PREX2	4543
22884	WDR37	1534
64848	YTHDC2	3602
56474	CTPS2	5525
51606	ATP6V1H	3309
5431	POLR2B	7250
56204	FAM214A	4619
116984	ARAP2	45
7175	TPR	17839
1356	CP	5
23247	KATNIP	1963
84062	DTNBP1	1044
7504	XK	663
57101	ANO2	523
57102	C12orf4	1737
6322	SCML1	1086
55841	WWC3	5423
395	ARHGAP6	850
27146	FAM184B	415
4134	MAP4	14914
57120	GOPC	4579
57646	USP28	6064
9734	HDAC9	539
26262	TSPAN17	1084
51491	NOP16	730
57545	CC2D2A	2479
50484	RRM2B	1930
168850	ZNF800	1612
92017	SNX29	2689
55885	LMO3	5
55173	MRPS10	3555
2978	GUCA1A	4
51773	RSF1	11558
55187	VPS13D	2861
10659	CELF2	1558
23196	FAM120A	13015
23518	R3HDM1	7525
1298	COL9A2	5924
4254	KITLG	1473
1161	ERCC8	2261
11174	ADAMTS6	274
9563	H6PD	10939
9341	VAMP3	8006
8863	PER3	1063
10911	UTS2	2
3604	TNFRSF9	6
55040	EPN3	796
4052	LTBP1	17161
5954	RCN1	7871
2006	ELN	4186
5982	RFC2	3166
57492	ARID1B	17258
81037	CLPTM1L	3954
23327	NEDD4L	5732
50943	FOXP3	32
89801	PPP1R3F	321
3074	HEXB	2140
79810	PTCD2	1398
340533	NEXMIF	15
51528	JKAMP	2748
27122	DKK3	1831
7984	ARHGEF5	891
9603	NFE2L3	678
63933	MCUR1	3277
51474	LIMA1	7778
25875	LETMD1	2946
9498	SLC4A8	737
10319	LAMC3	7233
5733	PTGER3	23
79931	TNIP3	7
5601	MAPK9	3503
91522	COL23A1	62
9564	BCAR1	5361
84067	FAM160A2	2177
9709	HERPUD1	2428
9454	HOMER3	3132
5888	RAD51	1421
10721	POLQ	1735
5291	PIK3CB	1422
1535	CYBA	2157
84321	THOC3	1546
