Entrezgene	gene_name	expression
7105	TSPAN6	10038
64102	TNMD	11
8813	DPM1	3657
57147	SCYL3	1061
55732	C1orf112	2033
2268	FGR	53
3075	CFH	211
2519	FUCA2	3055
2729	GCLC	1137
4800	NFYA	3481
90529	STPG1	996
57185	NIPAL3	520
81887	LAS1L	4147
22875	ENPP4	806
6405	SEMA3F	11867
1080	CFTR	109
54467	ANKIB1	6099
1595	CYP51A1	316
889	KRIT1	891
5893	RAD52	592
572	BAD	454
51056	LAP3	6447
4267	CD99	13232
9957	HS3ST1	342
26	AOC1	2
51384	WNT16	5
23072	HECW1	20
8379	MAD1L1	11
3927	LASP1	5694
29916	SNX11	534
55365	TMEM176A	815
4074	M6PR	1465
90293	KLHL13	873
56603	CYP26B1	1146
3382	ICA1	303
79007	DBNDD1	3300
57679	ALS2	2873
843	CASP10	187
8837	CFLAR	3964
7035	TFPI	260
55471	NDUFAF7	970
10181	RBM5	5827
9108	MTMR7	982
6542	SLC7A2	8331
381	ARF5	5683
23098	SARM1	297
26073	POLDIP2	3712
23129	PLXND1	3642
204	AK2	8965
952	CD38	279
2288	FKBP4	9772
23028	KDM1A	20671
10180	RBM6	5261
84254	CAMKK1	144
5965	RECQL	959
55610	VPS50	1783
126393	HSPB6	2561
115703	ARHGAP33	4994
4706	NDUFAB1	6234
5166	PDK4	2325
85413	SLC22A16	19
51364	ZMYND10	88
170302	ARX	3
10165	SLC25A13	3472
7982	ST7	4105
996	CDC27	3335
6521	SLC4A1	3
799	CALCR	2
3052	HCCS	1321
1856	DVL2	3261
64063	PRSS22	9
5976	UPF1	8671
8935	SKAP2	2447
292	SLC25A5	9800
55013	MCUB	1112
3207	HOXA11	8672
5439	POLR2J	3081
56919	DHX33	1342
4222	MEOX1	8886
221981	THSD7A	65
3980	LIG3	2706
79657	RPAP3	4169
6296	ACSM3	474
81691	REXO5	488
57019	CIAPIN1	5693
56928	SPPL2B	3072
80256	FAM214B	1026
51226	COPZ2	204
5577	PRKAR2B	3799
10943	MSL3	4412
1387	CREBBP	33318
9256	TSPOAP1	1393
4353	MPO	36
5444	PON1	27
6936	GCFC2	3262
84058	WDR54	3659
54677	CROT	1239
5244	ABCB4	55
55904	KMT2E	15356
57414	RHBDD2	8735
30812	SOX8	247
25998	IBTK	4077
7748	ZNF195	4626
23077	MYCBP2	3831
26224	FBXL3	5937
3683	ITGAL	172
5164	PDK2	2207
3675	ITGA3	5047
7543	ZFX	4738
3920	LAMP2	9190
3674	ITGA2B	48
51666	ASB4	13
51573	GDE1	4433
55049	REX1BD	1014
9244	CRLF1	41
114881	OSBPL7	428
26022	TMEM98	4881
51087	YBX2	686
9020	MAP3K14	340
6833	ABCC8	95
54972	TMEM132A	8782
163	AP2B1	15464
6863	TAC1	3
10127	ZNF263	3469
6376	CX3CL1	622
64847	SPATA20	980
8913	CACNA1G	640
51330	TNFRSF12A	623
1750	DLX6	12
4293	MAP3K9	1006
5898	RALA	7017
55971	BAIAP2L1	1683
80853	KDM7A	3334
2115	ETV1	6197
55750	AGK	3126
221	ALDH3B1	54
55001	TTC22	1
57157	PHTF2	4442
10344	CCL26	1
9855	FARP2	4797
10083	USH1C	56
79017	GGCT	884
10926	DBF4	3113
6915	TBXA2R	60
3475	IFRD1	1305
56891	LGALS14	30
1352	COX10	1449
9569	GTF2IRD1	10636
54623	PAF1	4057
27072	VPS41	3757
9912	ARHGAP44	447
60528	ELAC2	2812
85477	SCIN	28
414	ARSD	2284
8228	PNPLA4	1293
8735	MYH13	35
79602	ADIPOR2	5010
51265	CDKL3	117
151531	UPP2	124
10942	PRSS21	72
57787	MARK4	7919
8842	PROM1	6769
115098	CCDC124	3489
90273	CEACAM21	3
5048	PAFAH1B1	6221
4843	NOS2	47
1770	DNAH9	89
9703	KIAA0100	4607
8522	GAS7	1758
79090	TRAPPC6A	467
4145	MATK	24
974	CD79B	13
6329	SCN4A	15
54879	ST7L	1649
8277	TKTL1	6
5080	PAX6	16
113000	RPUSD1	700
64285	RHBDF1	889
55692	LUC7L	2593
9254	CACNA2D2	1254
8938	BAIAP3	156
115939	TSR3	1044
9091	PIGQ	1911
57585	CRAMP1	3999
7005	TEAD3	4888
6401	SELE	4
55735	DNAJC11	1756
2328	FMO3	7
29116	MYLIP	1983
27035	NOX1	128
1870	E2F2	1443
5689	PSMB1	11378
6853	SYN1	152
3720	JARID2	9885
6792	CDKL5	1589
57172	CAMK1G	399
728642	CDK11A	18
65220	NADK	2154
7021	TFAP2B	1
9940	DLEC1	12
9265	CYTH3	3240
53616	ADAM22	1277
6856	SYPL1	8614
1534	CYB561	599
9043	SPAG9	5324
1951	CELSR3	239
10157	AASS	3066
55200	PLEKHG6	72
51188	SS18L2	948
84954	MPND	467
4257	MGST1	1459
1407	CRY1	2781
8993	PGLYRP1	4
4784	NFIX	2958
6482	ST3GAL1	1629
64386	MMP25	80
9235	IL32	490
5310	PKD1	7120
23542	MAPK8IP2	92
9862	MED24	6235
23221	RHOBTB2	1294
54497	HEATR5B	2235
7095	SEC62	12055
6224	RPS20	65669
7812	CSDE1	89776
9690	UBE3C	3919
5980	REV3L	7181
10178	TENM1	3
10747	MASP2	119
389434	IYD	1
199870	FAM76A	1317
80342	TRAF3IP3	23
29954	POMT2	1634
51534	VTA1	5551
51085	MLXIPL	340
9031	BAZ1B	20500
10048	RANBP9	5826
51513	ETV7	8
83932	SPRTN	1126
51603	EEF1AKNMT	2008
8798	DYRK4	1259
7756	ZNF207	13173
7384	UQCRC1	12221
83930	STARD3NL	4438
928	CD9	1875
57467	HHATL	8
9918	NCAPD2	27137
25900	IFFO1	1198
2696	GIPR	9
51533	PHF7	239
56920	SEMA3G	727
11188	NISCH	16088
23166	STAB1	424
80199	FUZ	306
6540	SLC6A13	127
3423	IDS	443
5646	PRSS3	134
7752	ZNF200	1541
920	CD4	1021
10233	LRRC23	958
695	BTK	22
3077	HFE	181
22955	SCMH1	4764
2534	FYN	7599
3097	HIVEP2	2790
2326	FMO1	29
6924	ELOA	5107
11313	LYPLA2	5315
1185	CLCN6	2357
9902	MRC2	7745
6534	SLC6A7	1
10867	TSPAN9	4451
55727	BTBD7	3804
9546	APBA3	864
54903	MKS1	1288
51099	ABHD5	2368
3730	ANOS1	176
26993	AKAP8L	3070
54799	MBTD1	4493
51096	UTP18	2697
54476	RNF216	5225
54902	TTC19	2532
5725	PTBP1	53090
8193	DPF1	685
9066	SYT7	1377
23395	LARS2	3102
5286	PIK3C2A	7952
5329	PLAUR	968
54443	ANLN	5369
58525	WIZ	13446
23637	RABGAP1	5600
1634	DCN	4952
54814	QPCTL	261
5536	PPP5C	3900
23177	CEP68	3998
8491	MAP4K3	6795
27033	ZBTB32	20
7305	TYROBP	392
57146	TMEM159	560
2556	GABRA3	5
672	BRCA1	2156
2067	ERCC1	3127
933	CD22	4322
7869	SEMA3B	2131
51360	MBTPS2	3140
4007	PRICKLE3	230
4057	LTF	1
2137	EXTL3	7941
60481	ELOVL5	6842
240	ALOX5	139
8284	KDM5D	3494
57658	CALCOCO1	4212
55148	UBR7	4436
11183	MAP4K5	3113
30845	EHD3	663
5704	PSMC4	7786
23324	MAN2B2	1751
57709	SLC7A14	15
5010	CLDN11	148
51629	SLC25A39	5278
9961	MVP	755
51667	NUB1	5866
5238	PGM3	3242
112611	RWDD2A	760
1195	CLK1	9696
55703	POLR3B	1621
23357	ANGEL1	1042
9604	RNF14	2919
1774	DNASE1L1	154
1663	DDX11	3525
50865	HEBP1	2384
9052	GPRC5A	352
10046	MAMLD1	872
923	CD6	31
10460	TACC3	17160
23376	UFL1	3986
23649	POLA2	807
23144	ZC3H3	3224
823	CAPN1	8139
55	ACP3	63
4190	MDH1	9126
10463	SLC30A9	5213
10903	MTMR11	1038
1355	COX15	2408
