Entrezgene	gene_name	expression
7105	TSPAN6	16217
64102	TNMD	25
8813	DPM1	2800
57147	SCYL3	691
55732	C1orf112	974
2268	FGR	62
3075	CFH	433
2519	FUCA2	2458
2729	GCLC	1372
4800	NFYA	5276
90529	STPG1	842
57185	NIPAL3	2181
81887	LAS1L	3031
22875	ENPP4	636
6405	SEMA3F	6969
1080	CFTR	14
54467	ANKIB1	4224
1595	CYP51A1	80
889	KRIT1	591
5893	RAD52	801
572	BAD	646
51056	LAP3	2743
4267	CD99	15657
9957	HS3ST1	565
51384	WNT16	84
23072	HECW1	176
8379	MAD1L1	10
3927	LASP1	11388
29916	SNX11	827
55365	TMEM176A	561
4074	M6PR	1398
90293	KLHL13	839
56603	CYP26B1	293
3382	ICA1	135
79007	DBNDD1	959
57679	ALS2	2849
843	CASP10	132
8837	CFLAR	1261
7035	TFPI	1043
55471	NDUFAF7	1257
10181	RBM5	5127
9108	MTMR7	185
6542	SLC7A2	2428
381	ARF5	5165
23098	SARM1	757
26073	POLDIP2	6518
23129	PLXND1	2966
204	AK2	7702
952	CD38	76
2288	FKBP4	12453
23028	KDM1A	25533
10180	RBM6	3846
84254	CAMKK1	121
5965	RECQL	520
55610	VPS50	1307
126393	HSPB6	40
115703	ARHGAP33	5059
4706	NDUFAB1	6014
5166	PDK4	2130
85413	SLC22A16	20
51364	ZMYND10	83
340273	ABCB5	6
170302	ARX	33112
10165	SLC25A13	1160
7982	ST7	4206
996	CDC27	5182
6521	SLC4A1	3
799	CALCR	2
3052	HCCS	1220
1856	DVL2	7068
64063	PRSS22	3
5976	UPF1	8593
8935	SKAP2	796
292	SLC25A5	10120
55013	MCUB	324
3207	HOXA11	2228
5439	POLR2J	3844
56919	DHX33	2326
4222	MEOX1	3395
221981	THSD7A	394
3980	LIG3	4883
79657	RPAP3	3526
6296	ACSM3	1157
81691	REXO5	338
57019	CIAPIN1	4464
56928	SPPL2B	3224
80256	FAM214B	1448
51226	COPZ2	241
5577	PRKAR2B	2863
10943	MSL3	4065
1387	CREBBP	20697
9256	TSPOAP1	3043
4353	MPO	5
5444	PON1	2
6936	GCFC2	1863
84058	WDR54	3081
54677	CROT	996
5244	ABCB4	842
55904	KMT2E	18789
57414	RHBDD2	8378
30812	SOX8	2973
25998	IBTK	3823
7748	ZNF195	3327
23077	MYCBP2	3357
26224	FBXL3	4855
3683	ITGAL	90
5164	PDK2	2432
3675	ITGA3	712
7543	ZFX	3040
3920	LAMP2	7617
3674	ITGA2B	111
51666	ASB4	2
51573	GDE1	5475
55049	REX1BD	2088
9244	CRLF1	121
114881	OSBPL7	573
26022	TMEM98	23395
51087	YBX2	58
9020	MAP3K14	481
6833	ABCC8	31
54972	TMEM132A	11712
163	AP2B1	21075
6863	TAC1	2037
10127	ZNF263	1822
6376	CX3CL1	677
64847	SPATA20	4388
8913	CACNA1G	2275
51330	TNFRSF12A	1669
1750	DLX6	3
4293	MAP3K9	480
5898	RALA	6500
55971	BAIAP2L1	1240
80853	KDM7A	2189
2115	ETV1	29017
55750	AGK	2845
221	ALDH3B1	76
55001	TTC22	1
57157	PHTF2	4037
10344	CCL26	4
9855	FARP2	1995
10083	USH1C	12
79017	GGCT	1024
10926	DBF4	1906
6915	TBXA2R	253
3475	IFRD1	2181
1352	COX10	1968
9569	GTF2IRD1	7973
54623	PAF1	4943
27072	VPS41	7979
9912	ARHGAP44	486
60528	ELAC2	4590
85477	SCIN	29
414	ARSD	2079
8228	PNPLA4	1391
8735	MYH13	3
