Entrezgene	gene_name	expression
7105	TSPAN6	8234
64102	TNMD	8
8813	DPM1	1900
57147	SCYL3	591
55732	C1orf112	657
2268	FGR	196
3075	CFH	2974
2519	FUCA2	2349
2729	GCLC	1190
4800	NFYA	2744
90529	STPG1	694
57185	NIPAL3	1301
81887	LAS1L	3085
22875	ENPP4	710
6405	SEMA3F	13771
1080	CFTR	15
54467	ANKIB1	6657
1595	CYP51A1	142
889	KRIT1	642
5893	RAD52	863
572	BAD	491
51056	LAP3	2446
4267	CD99	11066
9957	HS3ST1	392
26	AOC1	38
51384	WNT16	8
23072	HECW1	6
8379	MAD1L1	16
3927	LASP1	7504
29916	SNX11	459
55365	TMEM176A	2663
4074	M6PR	2175
90293	KLHL13	858
56603	CYP26B1	1702
3382	ICA1	161
79007	DBNDD1	970
57679	ALS2	1662
843	CASP10	123
8837	CFLAR	3615
7035	TFPI	885
55471	NDUFAF7	998
10181	RBM5	5327
9108	MTMR7	276
6542	SLC7A2	2259
381	ARF5	4033
23098	SARM1	466
26073	POLDIP2	4694
23129	PLXND1	2439
204	AK2	6888
952	CD38	139
2288	FKBP4	6528
23028	KDM1A	16135
10180	RBM6	4306
84254	CAMKK1	464
5965	RECQL	398
55610	VPS50	1297
126393	HSPB6	1555
115703	ARHGAP33	2488
4706	NDUFAB1	4591
5166	PDK4	2319
85413	SLC22A16	28
51364	ZMYND10	15
10165	SLC25A13	1618
7982	ST7	1791
996	CDC27	3861
6521	SLC4A1	21
799	CALCR	44
3052	HCCS	844
1856	DVL2	5779
64063	PRSS22	37
5976	UPF1	7060
8935	SKAP2	1234
292	SLC25A5	7644
55013	MCUB	615
3207	HOXA11	6521
5439	POLR2J	2688
56919	DHX33	2720
4222	MEOX1	9183
221981	THSD7A	422
3980	LIG3	3879
79657	RPAP3	1988
6296	ACSM3	463
81691	REXO5	191
57019	CIAPIN1	1508
56928	SPPL2B	3561
80256	FAM214B	964
51226	COPZ2	363
5577	PRKAR2B	1489
10943	MSL3	1946
1387	CREBBP	20172
9256	TSPOAP1	2357
4353	MPO	21
5444	PON1	23
6936	GCFC2	2827
84058	WDR54	2958
54677	CROT	1212
5244	ABCB4	110
55904	KMT2E	14108
57414	RHBDD2	7161
30812	SOX8	1517
25998	IBTK	2787
7748	ZNF195	2343
23077	MYCBP2	1905
26224	FBXL3	2546
3683	ITGAL	218
5164	PDK2	2564
3675	ITGA3	3393
7543	ZFX	2388
3920	LAMP2	7158
3674	ITGA2B	112
51666	ASB4	8
51573	GDE1	3937
55049	REX1BD	2678
9244	CRLF1	1974
114881	OSBPL7	486
26022	TMEM98	7322
51087	YBX2	95
9020	MAP3K14	535
6833	ABCC8	39
54972	TMEM132A	6727
163	AP2B1	19387
6863	TAC1	739
10127	ZNF263	2203
6376	CX3CL1	542
64847	SPATA20	1285
8913	CACNA1G	652
51330	TNFRSF12A	2944
1750	DLX6	5
4293	MAP3K9	352
5898	RALA	4318
55971	BAIAP2L1	2270
80853	KDM7A	1281
2115	ETV1	9370
55750	AGK	2438
221	ALDH3B1	168
55001	TTC22	164
57157	PHTF2	4031
10344	CCL26	10
9855	FARP2	2608
10083	USH1C	285
79017	GGCT	770
10926	DBF4	1376
6915	TBXA2R	52
3475	IFRD1	1380
56891	LGALS14	10
1352	COX10	1628
9569	GTF2IRD1	7280
54623	PAF1	4293
27072	VPS41	4647
9912	ARHGAP44	530
60528	ELAC2	3942
85477	SCIN	76
414	ARSD	1290
8228	PNPLA4	731
8735	MYH13	30
79602	ADIPOR2	3872
51265	CDKL3	90
151531	UPP2	55
10942	PRSS21	784
57787	MARK4	5477
8842	PROM1	605
115098	CCDC124	3092
90273	CEACAM21	10
5048	PAFAH1B1	5760
4843	NOS2	31
1770	DNAH9	168
9703	KIAA0100	6867
9058	SLC13A2	5
