Entrezgene	gene_name	expression
7105	TSPAN6	12295
64102	TNMD	7
8813	DPM1	4013
57147	SCYL3	2422
55732	C1orf112	2305
2268	FGR	91
3075	CFH	4788
2519	FUCA2	3584
2729	GCLC	1355
4800	NFYA	5877
90529	STPG1	1556
57185	NIPAL3	2333
81887	LAS1L	5013
22875	ENPP4	1462
6405	SEMA3F	17905
1080	CFTR	65
54467	ANKIB1	5847
1595	CYP51A1	221
889	KRIT1	1073
5893	RAD52	1041
572	BAD	633
51056	LAP3	4923
4267	CD99	14995
9957	HS3ST1	234
26	AOC1	43
51384	WNT16	2
23072	HECW1	36
8379	MAD1L1	15
3927	LASP1	13861
29916	SNX11	1392
55365	TMEM176A	1529
4074	M6PR	2636
90293	KLHL13	2583
56603	CYP26B1	1787
3382	ICA1	362
79007	DBNDD1	2476
57679	ALS2	4224
843	CASP10	952
8837	CFLAR	6996
7035	TFPI	1694
55471	NDUFAF7	1460
10181	RBM5	8887
9108	MTMR7	696
6542	SLC7A2	3280
381	ARF5	5629
23098	SARM1	855
26073	POLDIP2	7900
23129	PLXND1	20361
204	AK2	9461
952	CD38	227
2288	FKBP4	7511
23028	KDM1A	22826
10180	RBM6	6250
84254	CAMKK1	449
5965	RECQL	1873
55610	VPS50	2451
126393	HSPB6	1115
115703	ARHGAP33	4651
4706	NDUFAB1	5723
5166	PDK4	5351
85413	SLC22A16	33
51364	ZMYND10	280
340273	ABCB5	17
170302	ARX	1
10165	SLC25A13	4021
7982	ST7	2155
996	CDC27	8365
6521	SLC4A1	13
799	CALCR	16
3052	HCCS	1511
1856	DVL2	7499
64063	PRSS22	7
5976	UPF1	11678
8935	SKAP2	2747
292	SLC25A5	8894
55013	MCUB	1004
3207	HOXA11	11555
5439	POLR2J	3256
56919	DHX33	3942
4222	MEOX1	12863
221981	THSD7A	5271
3980	LIG3	6606
79657	RPAP3	5066
6296	ACSM3	1086
81691	REXO5	632
57019	CIAPIN1	5179
56928	SPPL2B	4984
80256	FAM214B	1199
51226	COPZ2	447
5577	PRKAR2B	3344
10943	MSL3	4294
1387	CREBBP	37420
9256	TSPOAP1	3955
4353	MPO	54
5444	PON1	92
6936	GCFC2	4672
84058	WDR54	4129
54677	CROT	1921
5244	ABCB4	592
55904	KMT2E	23982
57414	RHBDD2	8728
30812	SOX8	808
25998	IBTK	6430
7748	ZNF195	3850
23077	MYCBP2	5371
26224	FBXL3	6181
3683	ITGAL	131
5164	PDK2	5254
3675	ITGA3	11741
7543	ZFX	9582
3920	LAMP2	14401
3674	ITGA2B	182
51666	ASB4	27
51573	GDE1	4548
55049	REX1BD	3055
9244	CRLF1	79
114881	OSBPL7	1251
26022	TMEM98	13285
51087	YBX2	648
9020	MAP3K14	1198
6833	ABCC8	364
54972	TMEM132A	14560
163	AP2B1	25914
6863	TAC1	118
10127	ZNF263	3134
6376	CX3CL1	1280
64847	SPATA20	3265
8913	CACNA1G	2453
51330	TNFRSF12A	492
