Entrezgene	gene_name	expression
7105	TSPAN6	7312
64102	TNMD	9
8813	DPM1	7677
57147	SCYL3	1220
55732	C1orf112	2491
2268	FGR	121
3075	CFH	1496
2519	FUCA2	2332
2729	GCLC	2664
4800	NFYA	2748
90529	STPG1	1299
57185	NIPAL3	1596
81887	LAS1L	8840
22875	ENPP4	3158
6405	SEMA3F	13295
1080	CFTR	64
54467	ANKIB1	4779
1595	CYP51A1	313
889	KRIT1	943
5893	RAD52	1141
572	BAD	797
51056	LAP3	6616
4267	CD99	5095
9957	HS3ST1	469
26	AOC1	187
51384	WNT16	1
23072	HECW1	30
8379	MAD1L1	7
3927	LASP1	8121
29916	SNX11	1217
55365	TMEM176A	629
4074	M6PR	7088
90293	KLHL13	1579
56603	CYP26B1	2519
3382	ICA1	790
79007	DBNDD1	3883
57679	ALS2	4112
843	CASP10	597
8837	CFLAR	2674
7035	TFPI	1655
55471	NDUFAF7	2817
10181	RBM5	6771
9108	MTMR7	537
6542	SLC7A2	6781
381	ARF5	4005
23098	SARM1	818
26073	POLDIP2	11987
23129	PLXND1	5974
204	AK2	12213
952	CD38	89
2288	FKBP4	25043
23028	KDM1A	22634
10180	RBM6	6054
84254	CAMKK1	168
5965	RECQL	2314
55610	VPS50	2239
126393	HSPB6	528
115703	ARHGAP33	2896
4706	NDUFAB1	9250
5166	PDK4	3919
85413	SLC22A16	23
51364	ZMYND10	115
340273	ABCB5	2
170302	ARX	1
10165	SLC25A13	3378
7982	ST7	2466
996	CDC27	7295
6521	SLC4A1	10
799	CALCR	7
3052	HCCS	3125
1856	DVL2	4163
64063	PRSS22	9
5976	UPF1	12785
8935	SKAP2	3427
292	SLC25A5	11211
55013	MCUB	953
3207	HOXA11	7465
5439	POLR2J	4283
56919	DHX33	3085
4222	MEOX1	5406
221981	THSD7A	1410
3980	LIG3	7120
79657	RPAP3	5809
6296	ACSM3	1231
81691	REXO5	613
57019	CIAPIN1	6357
56928	SPPL2B	3479
80256	FAM214B	365
51226	COPZ2	146
5577	PRKAR2B	5761
10943	MSL3	7216
1387	CREBBP	27375
9256	TSPOAP1	1628
4353	MPO	93
5444	PON1	62
6936	GCFC2	3405
84058	WDR54	5268
54677	CROT	1938
5244	ABCB4	1744
55904	KMT2E	9558
57414	RHBDD2	6676
30812	SOX8	188
25998	IBTK	5540
7748	ZNF195	5309
23077	MYCBP2	6973
26224	FBXL3	4281
3683	ITGAL	119
5164	PDK2	2983
3675	ITGA3	6051
7543	ZFX	5674
3920	LAMP2	8169
3674	ITGA2B	158
51666	ASB4	18
51573	GDE1	8917
55049	REX1BD	2452
9244	CRLF1	45
114881	OSBPL7	1478
26022	TMEM98	6766
51087	YBX2	987
3883	KRT33A	3
9020	MAP3K14	1135
6833	ABCC8	343
54972	TMEM132A	14690
163	AP2B1	51329
6863	TAC1	20
10127	ZNF263	2323
6376	CX3CL1	665
64847	SPATA20	2355
8913	CACNA1G	847
51330	TNFRSF12A	552
1750	DLX6	4
4293	MAP3K9	931
5898	RALA	7917
55971	BAIAP2L1	4592
80853	KDM7A	2114
2115	ETV1	8646
55750	AGK	3427
221	ALDH3B1	88
55001	TTC22	4
57157	PHTF2	2719
9855	FARP2	5109
10083	USH1C	191
79017	GGCT	1783
10926	DBF4	5041
6915	TBXA2R	75
3475	IFRD1	876
56891	LGALS14	13
1352	COX10	1753
9569	GTF2IRD1	6600
54623	PAF1	4026
27072	VPS41	7106
9912	ARHGAP44	823
60528	ELAC2	4767
85477	SCIN	106
414	ARSD	2233
8228	PNPLA4	3137
8735	MYH13	37
79602	ADIPOR2	6565
51265	CDKL3	157
151531	UPP2	20
10942	PRSS21	39
57787	MARK4	10827
8842	PROM1	5614
115098	CCDC124	3549
90273	CEACAM21	6
5048	PAFAH1B1	5056
4843	NOS2	390
1770	DNAH9	102
9703	KIAA0100	13927
9058	SLC13A2	7
8522	GAS7	6257
79090	TRAPPC6A	451
4145	MATK	24
974	CD79B	19
6329	SCN4A	115
54879	ST7L	999
8277	TKTL1	48
5080	PAX6	8
113000	RPUSD1	1999
64285	RHBDF1	592
55692	LUC7L	7274
9254	CACNA2D2	8363
8938	BAIAP3	365
115939	TSR3	2074
9091	PIGQ	4049
57585	CRAMP1	2389
7005	TEAD3	2574
6401	SELE	15
55735	DNAJC11	2506
2328	FMO3	371
29116	MYLIP	1409
27035	NOX1	133
1870	E2F2	1905
5689	PSMB1	15736
6853	SYN1	490
3720	JARID2	9148
6792	CDKL5	2120
57172	CAMK1G	1372
728642	CDK11A	47
65220	NADK	3208
7021	TFAP2B	44
9940	DLEC1	53
9265	CYTH3	3760
53616	ADAM22	3770
6856	SYPL1	7422
1534	CYB561	3098
9043	SPAG9	7671
1951	CELSR3	813
10157	AASS	2746
55200	PLEKHG6	271
51188	SS18L2	1371
84954	MPND	1181
4257	MGST1	6540
1407	CRY1	3933
8993	PGLYRP1	6
4784	NFIX	1237
6482	ST3GAL1	3590
64386	MMP25	37
9235	IL32	433
5310	PKD1	3778
23542	MAPK8IP2	122
9862	MED24	10683
23221	RHOBTB2	1181
54497	HEATR5B	2441
7095	SEC62	11868
6224	RPS20	82646
7812	CSDE1	53160
9690	UBE3C	3899
5980	REV3L	6004
10178	TENM1	123
5081	PAX7	78
10747	MASP2	73
389434	IYD	17
199870	FAM76A	856
80342	TRAF3IP3	24
29954	POMT2	1843
51534	VTA1	11398
51085	MLXIPL	252
9031	BAZ1B	16229
10048	RANBP9	4224
51513	ETV7	19
83932	SPRTN	1178
51603	EEF1AKNMT	5382
8798	DYRK4	2446
7756	ZNF207	19721
7384	UQCRC1	12569
83930	STARD3NL	6069
928	CD9	3497
57467	HHATL	83
9918	NCAPD2	33097
25900	IFFO1	1181
2696	GIPR	4
51533	PHF7	298
56920	SEMA3G	1287
11188	NISCH	14649
23166	STAB1	1007
80199	FUZ	972
6540	SLC6A13	47
3423	IDS	428
5646	PRSS3	146
7752	ZNF200	1381
920	CD4	793
10233	LRRC23	582
695	BTK	45
3077	HFE	195
22955	SCMH1	3886
2534	FYN	5885
3097	HIVEP2	1799
2326	FMO1	248
6924	ELOA	7648
11313	LYPLA2	9074
1185	CLCN6	3856
9902	MRC2	7962
6534	SLC6A7	2
10867	TSPAN9	3931
55727	BTBD7	2393
9546	APBA3	1414
54903	MKS1	3173
51099	ABHD5	2305
3730	ANOS1	1297
26993	AKAP8L	3725
54799	MBTD1	5355
51096	UTP18	4321
54476	RNF216	5063
54902	TTC19	2177
5725	PTBP1	54291
8193	DPF1	975
9066	SYT7	940
23395	LARS2	4938
5286	PIK3C2A	13914
5329	PLAUR	578
54443	ANLN	6818
58525	WIZ	13580
23637	RABGAP1	11909
1634	DCN	24529
54814	QPCTL	740
5536	PPP5C	5965
23177	CEP68	6675
8491	MAP4K3	5393
27033	ZBTB32	12
7305	TYROBP	723
57146	TMEM159	1235
2556	GABRA3	88
672	BRCA1	5606
2067	ERCC1	3578
933	CD22	581
7869	SEMA3B	1076
51360	MBTPS2	9310
4007	PRICKLE3	727
4057	LTF	19
2137	EXTL3	7614
9971	NR1H4	5
60481	ELOVL5	14979
240	ALOX5	333
57658	CALCOCO1	3586
55148	UBR7	3760
11183	MAP4K5	2690
30845	EHD3	2795
5704	PSMC4	16545
23324	MAN2B2	2363
57709	SLC7A14	51
5010	CLDN11	455
51629	SLC25A39	11205
9961	MVP	473
51667	NUB1	7763
5238	PGM3	4316
112611	RWDD2A	542
1195	CLK1	7752
55703	POLR3B	2296
23357	ANGEL1	1981
9604	RNF14	3204
1774	DNASE1L1	128
1663	DDX11	5470
50865	HEBP1	2390
9052	GPRC5A	706
10046	MAMLD1	114
923	CD6	226
10460	TACC3	11288
23376	UFL1	4247
23649	POLA2	808
23144	ZC3H3	4057
823	CAPN1	8318
55	ACP3	144
4190	MDH1	23470
10463	SLC30A9	14571
10903	MTMR11	1468
1355	COX15	6149
440193	CCDC88C	7735
10138	YAF2	3414
10771	ZMYND11	5980
7454	WAS	267
1800	DPEP1	128
637	BID	1068
9782	MATR3	691
29881	NPC1L1	147
64132	XYLT2	2719
84220	RGPD5	13
81551	STMN4	309
23386	NUDCD3	12213
3670	ISL1	34
55349	CHDH	575
53832	IL20RA	202
1179	CLCA1	2
55830	GLT8D1	5294
27032	ATP2C1	19817
3479	IGF1	41
92745	SLC38A5	53
10928	RALBP1	7259
22902	RUFY3	5255
1272	CNTN1	290
6556	SLC11A1	117
25937	WWTR1	10942
8540	AGPS	7066
63932	CXorf56	835
477	ATP1A2	160
55622	TTC27	3920
147948	ZNF582	211
23584	VSIG2	44
23187	PHLDB1	3498
8685	MARCO	38
1591	CYP24A1	46
56981	PRDM11	4937
57586	SYT13	3723
6591	SNAI2	2811
972	CD74	14575
3082	HGF	34
54764	ZRANB1	2708
23154	NCDN	3302
25960	ADGRA2	4008
55734	ZFP64	2447
4331	MNAT1	1184
