Entrezgene	gene_name	expression
7105	TSPAN6	10972
64102	TNMD	23
8813	DPM1	1699
57147	SCYL3	1640
55732	C1orf112	1488
2268	FGR	73
3075	CFH	483
2519	FUCA2	3101
2729	GCLC	1180
4800	NFYA	5924
90529	STPG1	1169
57185	NIPAL3	1960
81887	LAS1L	2871
22875	ENPP4	634
6405	SEMA3F	22570
1080	CFTR	15
54467	ANKIB1	6600
1595	CYP51A1	162
889	KRIT1	827
5893	RAD52	1266
572	BAD	578
51056	LAP3	2363
4267	CD99	5712
9957	HS3ST1	127
26	AOC1	29
51384	WNT16	1
23072	HECW1	1
8379	MAD1L1	12
3927	LASP1	6807
29916	SNX11	1047
55365	TMEM176A	1423
4074	M6PR	1797
90293	KLHL13	182
56603	CYP26B1	699
3382	ICA1	952
79007	DBNDD1	2535
57679	ALS2	4080
843	CASP10	142
8837	CFLAR	4189
7035	TFPI	423
55471	NDUFAF7	699
10181	RBM5	8020
9108	MTMR7	415
6542	SLC7A2	8397
381	ARF5	4072
23098	SARM1	561
26073	POLDIP2	4696
23129	PLXND1	1640
204	AK2	6424
952	CD38	16
2288	FKBP4	12421
23028	KDM1A	15841
10180	RBM6	4831
84254	CAMKK1	86
5965	RECQL	459
55610	VPS50	1739
126393	HSPB6	437
115703	ARHGAP33	1799
4706	NDUFAB1	4562
5166	PDK4	1259
85413	SLC22A16	13
51364	ZMYND10	83
10165	SLC25A13	2308
7982	ST7	2933
996	CDC27	4767
6521	SLC4A1	10
799	CALCR	3
3052	HCCS	1166
1856	DVL2	4777
64063	PRSS22	1
5976	UPF1	12052
8935	SKAP2	1443
292	SLC25A5	6397
55013	MCUB	775
3207	HOXA11	6409
5439	POLR2J	2518
56919	DHX33	2103
4222	MEOX1	37894
221981	THSD7A	600
3980	LIG3	4010
79657	RPAP3	3532
6296	ACSM3	484
81691	REXO5	231
57019	CIAPIN1	4307
56928	SPPL2B	4833
80256	FAM214B	850
51226	COPZ2	167
5577	PRKAR2B	1615
10943	MSL3	2960
1387	CREBBP	19249
9256	TSPOAP1	1531
4353	MPO	44
5444	PON1	22
6936	GCFC2	3637
84058	WDR54	3136
54677	CROT	1364
5244	ABCB4	752
55904	KMT2E	13921
57414	RHBDD2	7220
30812	SOX8	1833
25998	IBTK	3769
7748	ZNF195	3500
23077	MYCBP2	2385
26224	FBXL3	5249
3683	ITGAL	204
5164	PDK2	2046
3675	ITGA3	2329
7543	ZFX	4135
3920	LAMP2	6718
3674	ITGA2B	33
51666	ASB4	5
51573	GDE1	3735
55049	REX1BD	2389
9244	CRLF1	5132
114881	OSBPL7	269
26022	TMEM98	10637
51087	YBX2	466
9020	MAP3K14	330
6833	ABCC8	429
10368	CACNG3	1
54972	TMEM132A	7335
163	AP2B1	16648
6863	TAC1	1
10127	ZNF263	2014
6376	CX3CL1	785
64847	SPATA20	2304
8913	CACNA1G	1156
51330	TNFRSF12A	511
1750	DLX6	24
4293	MAP3K9	674
5898	RALA	6355
55971	BAIAP2L1	1800
80853	KDM7A	1524
2115	ETV1	22331
