Entrezgene	gene_name	expression
7105	TSPAN6	14801
64102	TNMD	1205
8813	DPM1	4818
57147	SCYL3	1658
55732	C1orf112	1552
2268	FGR	107
3075	CFH	3056
2519	FUCA2	2938
2729	GCLC	2009
4800	NFYA	7789
90529	STPG1	817
57185	NIPAL3	1149
81887	LAS1L	5830
22875	ENPP4	2468
6405	SEMA3F	16938
1080	CFTR	53
54467	ANKIB1	5380
1595	CYP51A1	80
889	KRIT1	1161
5893	RAD52	1073
572	BAD	845
51056	LAP3	4400
4267	CD99	10350
9957	HS3ST1	1797
26	AOC1	128
51384	WNT16	90
23072	HECW1	153
8379	MAD1L1	15
3927	LASP1	16942
29916	SNX11	1700
55365	TMEM176A	1391
4074	M6PR	2232
90293	KLHL13	4901
56603	CYP26B1	1256
3382	ICA1	950
79007	DBNDD1	3832
57679	ALS2	4237
843	CASP10	183
8837	CFLAR	5370
7035	TFPI	2394
55471	NDUFAF7	1500
10181	RBM5	7481
9108	MTMR7	578
6542	SLC7A2	3786
381	ARF5	5327
23098	SARM1	1006
26073	POLDIP2	13234
23129	PLXND1	3450
204	AK2	5434
952	CD38	103
2288	FKBP4	6554
23028	KDM1A	11114
10180	RBM6	7013
84254	CAMKK1	163
5965	RECQL	1042
55610	VPS50	2147
126393	HSPB6	1666
115703	ARHGAP33	3164
4706	NDUFAB1	7564
5166	PDK4	1587
85413	SLC22A16	72
51364	ZMYND10	137
340273	ABCB5	2
170302	ARX	244
10165	SLC25A13	2182
7982	ST7	4637
996	CDC27	13014
6521	SLC4A1	8
799	CALCR	47
3052	HCCS	1572
1856	DVL2	3673
64063	PRSS22	38
5976	UPF1	10571
8935	SKAP2	2742
292	SLC25A5	10538
55013	MCUB	1093
3207	HOXA11	9188
5439	POLR2J	4678
56919	DHX33	2212
4222	MEOX1	10443
221981	THSD7A	2836
3980	LIG3	8296
79657	RPAP3	4309
6296	ACSM3	1111
81691	REXO5	589
57019	CIAPIN1	5933
56928	SPPL2B	4515
80256	FAM214B	848
51226	COPZ2	1960
5577	PRKAR2B	4079
10943	MSL3	2927
1387	CREBBP	31014
9256	TSPOAP1	2067
4353	MPO	237
5444	PON1	4
6936	GCFC2	5398
84058	WDR54	3666
54677	CROT	2358
5244	ABCB4	729
55904	KMT2E	18095
57414	RHBDD2	8802
30812	SOX8	4692
25998	IBTK	6723
7748	ZNF195	5795
23077	MYCBP2	4472
26224	FBXL3	4826
3683	ITGAL	127
5164	PDK2	3495
3675	ITGA3	2596
7543	ZFX	6335
3920	LAMP2	12647
3674	ITGA2B	198
51666	ASB4	237
51573	GDE1	5628
55049	REX1BD	3834
9244	CRLF1	3709
114881	OSBPL7	896
26022	TMEM98	24390
51087	YBX2	138
9020	MAP3K14	970
6833	ABCC8	954
10368	CACNG3	51
54972	TMEM132A	14038
163	AP2B1	28789
6863	TAC1	190
10127	ZNF263	2861
6376	CX3CL1	1041
64847	SPATA20	4411
8913	CACNA1G	6120
51330	TNFRSF12A	630
1750	DLX6	49
4293	MAP3K9	1346
5898	RALA	8304
55971	BAIAP2L1	1965
80853	KDM7A	1774
2115	ETV1	14535
55750	AGK	3950
221	ALDH3B1	155
55001	TTC22	10
57157	PHTF2	6002
10344	CCL26	40
9855	FARP2	3986
10083	USH1C	50
79017	GGCT	1998
10926	DBF4	3673
6915	TBXA2R	80
3475	IFRD1	1078
56891	LGALS14	1
1352	COX10	1288
9569	GTF2IRD1	7315
54623	PAF1	6141
27072	VPS41	7526
9912	ARHGAP44	714
60528	ELAC2	3842
85477	SCIN	75
414	ARSD	2604
8228	PNPLA4	1587
8735	MYH13	31
79602	ADIPOR2	6158
51265	CDKL3	161
151531	UPP2	10
10942	PRSS21	59
57787	MARK4	9389
8842	PROM1	3999
115098	CCDC124	5505
90273	CEACAM21	8
5048	PAFAH1B1	6264
4843	NOS2	62
1770	DNAH9	114
9703	KIAA0100	10510
9058	SLC13A2	7
8522	GAS7	1856
79090	TRAPPC6A	1169
4145	MATK	22
1087	CEACAM7	1
974	CD79B	22
6329	SCN4A	221
54879	ST7L	572
8277	TKTL1	52
5080	PAX6	10
113000	RPUSD1	1433
64285	RHBDF1	2270
55692	LUC7L	6780
9254	CACNA2D2	8157
8938	BAIAP3	326
115939	TSR3	2534
9091	PIGQ	3498
57585	CRAMP1	2570
7005	TEAD3	6168
6401	SELE	6
55735	DNAJC11	1155
2328	FMO3	132
29116	MYLIP	4425
27035	NOX1	237
1870	E2F2	1323
5689	PSMB1	14520
6853	SYN1	1449
3720	JARID2	5900
6792	CDKL5	1454
57172	CAMK1G	847
728642	CDK11A	26
65220	NADK	1923
7021	TFAP2B	22
9940	DLEC1	89
9265	CYTH3	7239
53616	ADAM22	5225
6856	SYPL1	7143
1534	CYB561	1577
9043	SPAG9	17427
1951	CELSR3	675
10157	AASS	4225
55200	PLEKHG6	153
51188	SS18L2	1630
84954	MPND	599
4257	MGST1	5335
1407	CRY1	4809
8993	PGLYRP1	3
4784	NFIX	16227
6482	ST3GAL1	2919
64386	MMP25	59
9235	IL32	1284
5310	PKD1	3203
23542	MAPK8IP2	222
9862	MED24	17286
23221	RHOBTB2	1462
54497	HEATR5B	3006
7095	SEC62	22170
6224	RPS20	110944
7812	CSDE1	28612
9690	UBE3C	4520
5980	REV3L	8193
10178	TENM1	3867
5081	PAX7	2269
10747	MASP2	62
389434	IYD	29
199870	FAM76A	902
80342	TRAF3IP3	29
29954	POMT2	2853
51534	VTA1	7856
51085	MLXIPL	61
9031	BAZ1B	23249
10048	RANBP9	4627
51513	ETV7	40
83932	SPRTN	2657
51603	EEF1AKNMT	4493
8798	DYRK4	2009
7756	ZNF207	26069
7384	UQCRC1	13868
83930	STARD3NL	7123
928	CD9	6915
57467	HHATL	155
9918	NCAPD2	22633
25900	IFFO1	686
2696	GIPR	10
51533	PHF7	262
56920	SEMA3G	306
11188	NISCH	12822
23166	STAB1	774
80199	FUZ	755
6540	SLC6A13	100
3423	IDS	258
5646	PRSS3	118
7752	ZNF200	1374
920	CD4	1166
10233	LRRC23	1143
695	BTK	53
3077	HFE	817
22955	SCMH1	3284
2534	FYN	12747
3097	HIVEP2	3688
2326	FMO1	570
6924	ELOA	3956
11313	LYPLA2	2968
1185	CLCN6	1235
9902	MRC2	14772
6534	SLC6A7	5
10867	TSPAN9	13211
55727	BTBD7	7227
9546	APBA3	1652
54903	MKS1	3846
51099	ABHD5	2213
3730	ANOS1	2530
26993	AKAP8L	2191
54799	MBTD1	10569
51096	UTP18	5985
54476	RNF216	5347
54902	TTC19	2889
5725	PTBP1	60279
8193	DPF1	927
9066	SYT7	905
23395	LARS2	1333
5286	PIK3C2A	10066
5329	PLAUR	1204
54443	ANLN	7308
58525	WIZ	18762
23637	RABGAP1	8095
1634	DCN	117093
54814	QPCTL	491
5536	PPP5C	5470
23177	CEP68	4409
8491	MAP4K3	7415
27033	ZBTB32	16
7305	TYROBP	1061
57146	TMEM159	1172
2556	GABRA3	145
672	BRCA1	5911
2067	ERCC1	5680
933	CD22	684
7869	SEMA3B	2639
51360	MBTPS2	4720
4007	PRICKLE3	554
4057	LTF	39
2137	EXTL3	6824
9971	NR1H4	2
60481	ELOVL5	11607
240	ALOX5	148
