Entrezgene	gene_name	expression
7105	TSPAN6	17467
64102	TNMD	2
8813	DPM1	4635
57147	SCYL3	1579
55732	C1orf112	2551
2268	FGR	41
3075	CFH	284
2519	FUCA2	2986
2729	GCLC	1295
4800	NFYA	4305
90529	STPG1	985
57185	NIPAL3	1590
81887	LAS1L	6421
22875	ENPP4	204
6405	SEMA3F	14214
1080	CFTR	81
54467	ANKIB1	4354
1595	CYP51A1	338
889	KRIT1	477
5893	RAD52	988
572	BAD	514
51056	LAP3	6861
4267	CD99	9692
9957	HS3ST1	95
26	AOC1	3
51384	WNT16	6
23072	HECW1	2
8379	MAD1L1	13
3927	LASP1	12811
29916	SNX11	1064
55365	TMEM176A	164
4074	M6PR	2077
90293	KLHL13	73
56603	CYP26B1	4181
3382	ICA1	27
79007	DBNDD1	1375
57679	ALS2	4237
843	CASP10	120
8837	CFLAR	4564
7035	TFPI	194
55471	NDUFAF7	1316
10181	RBM5	7053
9108	MTMR7	435
6542	SLC7A2	6772
381	ARF5	2776
23098	SARM1	715
26073	POLDIP2	7893
23129	PLXND1	4361
204	AK2	12689
952	CD38	99
2288	FKBP4	9522
23028	KDM1A	36415
10180	RBM6	6183
84254	CAMKK1	358
5965	RECQL	2294
55610	VPS50	1158
126393	HSPB6	66
115703	ARHGAP33	8379
4706	NDUFAB1	5932
5166	PDK4	4018
85413	SLC22A16	4
51364	ZMYND10	23
10165	SLC25A13	3324
7982	ST7	920
996	CDC27	12036
6521	SLC4A1	42
3052	HCCS	1734
1856	DVL2	9331
64063	PRSS22	10
5976	UPF1	13121
8935	SKAP2	1117
292	SLC25A5	12570
55013	MCUB	463
3207	HOXA11	4295
5439	POLR2J	1424
56919	DHX33	4483
4222	MEOX1	14464
221981	THSD7A	146
3980	LIG3	10453
79657	RPAP3	5282
6296	ACSM3	678
81691	REXO5	545
57019	CIAPIN1	5001
56928	SPPL2B	2933
80256	FAM214B	935
51226	COPZ2	14
5577	PRKAR2B	1629
10943	MSL3	3848
1387	CREBBP	44696
9256	TSPOAP1	3720
4353	MPO	9
5444	PON1	67
6936	GCFC2	4031
84058	WDR54	5179
54677	CROT	394
5244	ABCB4	121
55904	KMT2E	10698
57414	RHBDD2	3530
30812	SOX8	525
25998	IBTK	6354
7748	ZNF195	7460
23077	MYCBP2	6003
26224	FBXL3	4000
3683	ITGAL	180
5164	PDK2	3555
3675	ITGA3	2463
7543	ZFX	5965
3920	LAMP2	10200
3674	ITGA2B	153
51666	ASB4	19
51573	GDE1	6262
55049	REX1BD	2997
9244	CRLF1	47
114881	OSBPL7	897
26022	TMEM98	12959
51087	YBX2	549
9020	MAP3K14	966
6833	ABCC8	5198
54972	TMEM132A	16130
163	AP2B1	31836
10127	ZNF263	2244
6376	CX3CL1	346
64847	SPATA20	2210
8913	CACNA1G	518
51330	TNFRSF12A	320
1750	DLX6	1
4293	MAP3K9	2089
5898	RALA	4284
55971	BAIAP2L1	3691
80853	KDM7A	1557
2115	ETV1	2474
55750	AGK	2039
221	ALDH3B1	84
55001	TTC22	25
57157	PHTF2	2891
10344	CCL26	3
9855	FARP2	4571
10083	USH1C	4662
79017	GGCT	1005
10926	DBF4	2785
6915	TBXA2R	88
3475	IFRD1	679
56891	LGALS14	5
1352	COX10	2968
9569	GTF2IRD1	6586
54623	PAF1	4921
27072	VPS41	3907
9912	ARHGAP44	979
60528	ELAC2	8407
85477	SCIN	113
414	ARSD	1285
8228	PNPLA4	1236
8735	MYH13	19
79602	ADIPOR2	6129
51265	CDKL3	130
151531	UPP2	10
10942	PRSS21	23
57787	MARK4	10369
8842	PROM1	2069
115098	CCDC124	3891
90273	CEACAM21	8
5048	PAFAH1B1	11679
4843	NOS2	106
1770	DNAH9	41
9703	KIAA0100	15088
9058	SLC13A2	3
8522	GAS7	3837
79090	TRAPPC6A	777
4145	MATK	5
974	CD79B	14
6329	SCN4A	90
54879	ST7L	1428
8277	TKTL1	28
5080	PAX6	2
113000	RPUSD1	1305
64285	RHBDF1	737
55692	LUC7L	6336
9254	CACNA2D2	4131
8938	BAIAP3	121
115939	TSR3	1932
9091	PIGQ	4661
57585	CRAMP1	2860
7005	TEAD3	2773
6401	SELE	4
55735	DNAJC11	3738
2328	FMO3	6
29116	MYLIP	3560
27035	NOX1	138
1870	E2F2	4203
5689	PSMB1	12733
6853	SYN1	50
3720	JARID2	5661
6792	CDKL5	1272
57172	CAMK1G	706
728642	CDK11A	51
65220	NADK	3017
7021	TFAP2B	1
9940	DLEC1	20
9265	CYTH3	1793
53616	ADAM22	1400
6856	SYPL1	5205
1534	CYB561	599
9043	SPAG9	11055
1951	CELSR3	437
10157	AASS	2875
55200	PLEKHG6	111
51188	SS18L2	1161
84954	MPND	1025
4257	MGST1	3283
1407	CRY1	3302
8993	PGLYRP1	2
4784	NFIX	78
6482	ST3GAL1	6211
64386	MMP25	25
9235	IL32	254
5310	PKD1	5642
23542	MAPK8IP2	63
9862	MED24	14640
23221	RHOBTB2	1634
54497	HEATR5B	2474
7095	SEC62	12749
6224	RPS20	72831
7812	CSDE1	91345
9690	UBE3C	3238
5980	REV3L	10582
10178	TENM1	39
5081	PAX7	1
10747	MASP2	160
389434	IYD	3
199870	FAM76A	1283
80342	TRAF3IP3	25
29954	POMT2	4872
51534	VTA1	8719
51085	MLXIPL	545
9031	BAZ1B	15281
10048	RANBP9	7326
51513	ETV7	26
83932	SPRTN	1583
51603	EEF1AKNMT	3007
8798	DYRK4	1191
7756	ZNF207	22096
7384	UQCRC1	14307
83930	STARD3NL	3726
928	CD9	1370
57467	HHATL	13
9918	NCAPD2	47014
25900	IFFO1	1027
2696	GIPR	2
51533	PHF7	308
56920	SEMA3G	754
11188	NISCH	19899
23166	STAB1	505
80199	FUZ	728
6540	SLC6A13	63
3423	IDS	494
5646	PRSS3	25
7752	ZNF200	907
920	CD4	701
10233	LRRC23	921
695	BTK	34
3077	HFE	67
22955	SCMH1	4951
2534	FYN	10567
3097	HIVEP2	1045
2326	FMO1	72
6924	ELOA	6018
11313	LYPLA2	7887
1185	CLCN6	3446
9902	MRC2	11892
6534	SLC6A7	1
10867	TSPAN9	4165
55727	BTBD7	7207
9546	APBA3	1094
54903	MKS1	2827
51099	ABHD5	2251
3730	ANOS1	147
26993	AKAP8L	2715
54799	MBTD1	10028
51096	UTP18	6080
54476	RNF216	3766
54902	TTC19	7587
5725	PTBP1	87922
8193	DPF1	1694
9066	SYT7	4855
23395	LARS2	5598
5286	PIK3C2A	11886
5329	PLAUR	400
54443	ANLN	5067
58525	WIZ	14645
23637	RABGAP1	9448
1634	DCN	60
54814	QPCTL	694
5536	PPP5C	6168
23177	CEP68	5325
8491	MAP4K3	7526
27033	ZBTB32	6
7305	TYROBP	460
57146	TMEM159	680
2556	GABRA3	12
672	BRCA1	7537
2067	ERCC1	3420
933	CD22	5399
7869	SEMA3B	1062
51360	MBTPS2	5356
4007	PRICKLE3	294
4057	LTF	5
2137	EXTL3	10654
60481	ELOVL5	9036
240	ALOX5	156
8284	KDM5D	5687
57658	CALCOCO1	4632
55148	UBR7	7208
11183	MAP4K5	6278
30845	EHD3	507
5704	PSMC4	7632
23324	MAN2B2	1374
57709	SLC7A14	5
5010	CLDN11	46
51629	SLC25A39	9593
9961	MVP	348
51667	NUB1	2545
5238	PGM3	2894
112611	RWDD2A	369
1195	CLK1	10298
55703	POLR3B	1688
23357	ANGEL1	3641
9604	RNF14	2829
1774	DNASE1L1	268
1663	DDX11	5147
50865	HEBP1	2265
9052	GPRC5A	607
10046	MAMLD1	145
923	CD6	132
10460	TACC3	13709
23376	UFL1	5550
23649	POLA2	1002
23144	ZC3H3	3883
823	CAPN1	10659
55	ACP3	56
4190	MDH1	16748
10463	SLC30A9	13794
10903	MTMR11	1179
1355	COX15	3749
440193	CCDC88C	24067
10138	YAF2	5088
10771	ZMYND11	6041
7454	WAS	205
1800	DPEP1	996
637	BID	1401
9782	MATR3	1615
29881	NPC1L1	12
64132	XYLT2	2869
84220	RGPD5	19
81551	STMN4	108
23386	NUDCD3	4383
3670	ISL1	4
55349	CHDH	563
53832	IL20RA	267
55830	GLT8D1	4318
27032	ATP2C1	12523
3479	IGF1	4
92745	SLC38A5	31
10928	RALBP1	10406
22902	RUFY3	4228
1272	CNTN1	156
6556	SLC11A1	83
25937	WWTR1	17392
8540	AGPS	2957
63932	CXorf56	1087
477	ATP1A2	480
55622	TTC27	3136
147948	ZNF582	250
23584	VSIG2	80
23187	PHLDB1	4629
8685	MARCO	6
1591	CYP24A1	1
56981	PRDM11	2786
57586	SYT13	730
6591	SNAI2	6965
972	CD74	20084
3082	HGF	21
