Entrezgene	gene_name	expression
7105	TSPAN6	16989
64102	TNMD	2
8813	DPM1	4759
57147	SCYL3	1030
55732	C1orf112	1346
2268	FGR	151
3075	CFH	934
2519	FUCA2	5084
2729	GCLC	844
4800	NFYA	3578
90529	STPG1	972
57185	NIPAL3	1637
81887	LAS1L	5056
22875	ENPP4	860
6405	SEMA3F	22284
1080	CFTR	12
54467	ANKIB1	4329
1595	CYP51A1	100
889	KRIT1	543
5893	RAD52	507
572	BAD	956
51056	LAP3	5729
4267	CD99	11612
9957	HS3ST1	275
26	AOC1	13
51384	WNT16	7
23072	HECW1	9
8379	MAD1L1	8
3927	LASP1	10283
29916	SNX11	1685
55365	TMEM176A	889
4074	M6PR	2994
90293	KLHL13	759
56603	CYP26B1	1609
3382	ICA1	120
79007	DBNDD1	3286
57679	ALS2	3927
843	CASP10	297
8837	CFLAR	5078
7035	TFPI	1212
55471	NDUFAF7	1414
10181	RBM5	5290
9108	MTMR7	565
6542	SLC7A2	5104
381	ARF5	3595
23098	SARM1	535
26073	POLDIP2	9342
23129	PLXND1	7344
204	AK2	12357
952	CD38	482
2288	FKBP4	6920
23028	KDM1A	24530
10180	RBM6	5563
84254	CAMKK1	395
5965	RECQL	1151
55610	VPS50	1147
126393	HSPB6	216
115703	ARHGAP33	3178
4706	NDUFAB1	10268
5166	PDK4	5760
85413	SLC22A16	30
51364	ZMYND10	28
340273	ABCB5	1
170302	ARX	1
10165	SLC25A13	2294
7982	ST7	1662
996	CDC27	9879
6521	SLC4A1	12
799	CALCR	3
3052	HCCS	2555
1856	DVL2	7026
64063	PRSS22	7
5976	UPF1	10695
8935	SKAP2	2445
292	SLC25A5	15138
55013	MCUB	1856
3207	HOXA11	7340
5439	POLR2J	2900
56919	DHX33	3682
4222	MEOX1	18886
221981	THSD7A	191
3980	LIG3	3982
79657	RPAP3	4820
6296	ACSM3	244
81691	REXO5	440
57019	CIAPIN1	7380
56928	SPPL2B	3277
80256	FAM214B	1683
51226	COPZ2	230
5577	PRKAR2B	2542
10943	MSL3	5067
1387	CREBBP	23626
9256	TSPOAP1	1818
4353	MPO	70
5444	PON1	48
6936	GCFC2	3038
84058	WDR54	6288
54677	CROT	1585
5244	ABCB4	234
55904	KMT2E	9197
57414	RHBDD2	6775
30812	SOX8	165
25998	IBTK	5211
7748	ZNF195	5234
23077	MYCBP2	3254
26224	FBXL3	8280
3683	ITGAL	663
5164	PDK2	3231
3675	ITGA3	11184
7543	ZFX	8317
3920	LAMP2	11991
3674	ITGA2B	62
51666	ASB4	42
51573	GDE1	6849
55049	REX1BD	3204
9244	CRLF1	494
114881	OSBPL7	753
26022	TMEM98	14376
51087	YBX2	851
9020	MAP3K14	2572
6833	ABCC8	4114
54972	TMEM132A	15712
163	AP2B1	28859
6863	TAC1	5
10127	ZNF263	2869
6376	CX3CL1	327
64847	SPATA20	3102
8913	CACNA1G	600
51330	TNFRSF12A	304
1750	DLX6	1
4293	MAP3K9	1751
5898	RALA	5505
55971	BAIAP2L1	1588
80853	KDM7A	1274
2115	ETV1	6465
55750	AGK	2140
221	ALDH3B1	231
55001	TTC22	106
57157	PHTF2	3383
10344	CCL26	2
9855	FARP2	3989
10083	USH1C	427
79017	GGCT	1027
10926	DBF4	2301
6915	TBXA2R	143
3475	IFRD1	713
56891	LGALS14	16
1352	COX10	3223
9569	GTF2IRD1	5558
54623	PAF1	7510
27072	VPS41	4051
9912	ARHGAP44	689
60528	ELAC2	8763
85477	SCIN	10
414	ARSD	4118
8228	PNPLA4	1607
8735	MYH13	51
79602	ADIPOR2	8740
51265	CDKL3	87
151531	UPP2	26
10942	PRSS21	26
57787	MARK4	8156
8842	PROM1	1447
115098	CCDC124	4956
90273	CEACAM21	21
5048	PAFAH1B1	13426
4843	NOS2	105
1770	DNAH9	134
9703	KIAA0100	8681
9058	SLC13A2	3
8522	GAS7	4155
79090	TRAPPC6A	1408
4145	MATK	83
974	CD79B	52
6329	SCN4A	17
54879	ST7L	1391
8277	TKTL1	38
5080	PAX6	1
113000	RPUSD1	1426
64285	RHBDF1	1172
55692	LUC7L	5976
9254	CACNA2D2	2547
8938	BAIAP3	141
115939	TSR3	2986
9091	PIGQ	5076
57585	CRAMP1	2859
7005	TEAD3	3069
55735	DNAJC11	2079
2328	FMO3	146
29116	MYLIP	6581
27035	NOX1	307
1870	E2F2	2592
5689	PSMB1	23636
6853	SYN1	728
3720	JARID2	14161
6792	CDKL5	1015
57172	CAMK1G	911
